"About the data: Exported on Nov 04, 2022. Criteria: '""Management 5.0"" OR ""Supply Chain 5.0"" OR ((""Smart Supply Chain"" OR “Supply chain"" OR “Production” OR “Logistic” OR “Sourcing” OR “Manufacture” OR “Manufacturing”) AND (""Industry 5.0"" OR ""Fifth Industrial Revolution"" OR ""Society 5.0""))' in title and abstract; Publication Year is 2017 or 2018 or 2019 or 2020 or 2021 or 2022 or 2023; Publication Type is Edited Book or Proceeding or Chapter or Article. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Publication Date (online),Publication Date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
875,pub.1137396742,10.1109/iccci50826.2021.9402498,,,"The Future with Industry 4.0 at the Core of Society 5.0: Open Issues, Future Opportunities and Challenges","Developing technologies, advancement in science, evolving globalized perspectives and the massive dependence on digital platform for a routine sustenance has led to the core building of Industry 4.0. In general, industry 4.0 focuses on the metamorphosis of all industrial components with the help of strong digital support. It's very often interlinked with the successful fourth industrial revolution. It is to be noted that the very fourth outburst of industrialization plunges forward in order to achieve an optimized and sustained form of production. With the uplift of the fourth generation of this stirring revolution, the efficient extraction of advanced informatics analytics along with internetworked machines have grown to a great extent, complementing the digital platform. On the other hand, society 5.0 involves a human centric community which is capable of striking a balance between the economical proliferations and resolving societal liabilities by the core combination of cyber and physical space. Just like how industry 4.0 carries out the digital transformation of every industrial perspective, society 5.0 encourages mundane life to leap towards a digital revamp expanding across different tiers of the community. Indeed, the rapid change of information and Communication Technology along with the portrayal of society 5.0 as a global trend and a key aspect of the Science and Technology Basic plan, the interplay of the two proves to be a constant support for each other. This paper discusses about the future look of industry 4.0 and society 5.0 and elaborates on the challenges and opportunities rooted from them.",,,2021 International Conference on Computer Communication and Informatics (ICCCI),,2021-01-29,2021,,2021-01-29,00,,1-7,Closed,Proceeding,"Nair, Meghna M; Tyagi, Amit Kumar; Sreenath, N","Nair, Meghna M (School of Computer Science and Engineering, Vellore Institute of Technology, Chennai, Tamilnadu, 600127, India); Tyagi, Amit Kumar (School of Computer Science and Engineering, Vellore Institute of Technology, Chennai, Tamilnadu, 600127, India); Sreenath, N (Department of Computer Science and Engineering, Pondicherry Engineering College, Puducherry, India)",,"Nair, Meghna M (Vellore Institute of Technology University); Tyagi, Amit Kumar (Vellore Institute of Technology University); Sreenath, N (Pondicherry University)",19,19,,,,https://app.dimensions.ai/details/publication/pub.1137396742,36 Creative Arts and Writing; 3605 Screen and Digital Media,"9 Industry, Innovation and Infrastructure"
874,pub.1143149423,10.3390/data6110115,,,Innovation Trajectories for a Society 5.0,"Big Data, the Internet of Things, and robotic and augmented realities are just some of the technologies that belong to Industry 4.0. These technologies improve working conditions and increase productivity and the quality of industry production. However, they can also improve life and society as a whole. A new perspective is oriented towards social well-being and it is called Society 5.0. Industry 4.0 supports the transition to the new society, but other drivers are also needed. To guide the transition, it is necessary to identify the enabling factors that integrate Industry 4.0. A conceptual framework was developed in which these factors were identified through a literature review and the analytical hierarchy process (AHP) methodology. Furthermore, the way in which they relate was evaluated with the help of the interpretive structural modeling (ISM) methodology. The proposed framework fills a research gap, which has not yet consolidated a strategy that includes all aspects of Society 5.0. As a result, the main driver, in addition to technology, is international politics.",,Data,,,2021-11-10,2021,2021-11-10,,6,11,115,All OA; Gold,Article,"De Felice, Fabio; Travaglioni, Marta; Petrillo, Antonella","De Felice, Fabio (); Travaglioni, Marta (); Petrillo, Antonella ()",,"De Felice, Fabio (); Travaglioni, Marta (); Petrillo, Antonella ()",4,4,,,https://www.mdpi.com/2306-5729/6/11/115/pdf?version=1637679402,https://app.dimensions.ai/details/publication/pub.1143149423,46 Information and Computing Sciences; 4605 Data Management and Data Science; 4610 Library and Information Studies,"9 Industry, Innovation and Infrastructure"
874,pub.1128912509,10.25139/jsk.v4i2.2448,,,Elderly care in the society 5.0 and kaigo rishoku in Japanese hyper-ageing society,"The Japanese demography is drastically changing. It has seen a rapid increase in the elderly population and a decrease in the birth rate. This caused Japan to be a hyper-ageing society. Japanese’s first Baby-boomers who were born in 1947-1949 are now entering old age. Elderly care is a major problem in Japan. Children and care-workers for elderly parents are scarce. Therefore, the second Baby-boomers (born in 1971-1974) aged 40-50 years old have quit working to care for their elderly parents. This situation is known as ‘kaigo rishoku.’ This study looked into the practice of elderly care in Japanese 5.0 Society. Society 5.0 is a concept developed by Japan. It is human-centred and technology-based. In society 5.0, robots and the internet play an essential role in human life. Therefore, we proposed a critical question: Can robots replace humans to care for the elderly in Society 5.0? This study used the qualitative method with a phenomenological approach and descriptive analysis. The results revealed that although robots can assist elderly care, due to the high cost, only a certain elderly can buy them. Therefore, in order for robots to become caregivers of the future, mass production is needed. Thus, robots can be marketed at relatively lower prices. However, sick elderly who live alone still need human assistance. On the one hand, technology helps human life in Society 5.0. On the other hand, the human touch is still necessary for elderly care.",,Jurnal Studi Komunikasi (Indonesian Journal of Communications Studies),,,2020-07-01,2020,2020-07-01,,4,2,435-452,All OA; Gold,Article,"Elsy, Putri","Elsy, Putri (Airlangga University)",,"Elsy, Putri (Airlangga University)",5,5,,5.29,https://ejournal.unitomo.ac.id/index.php/jsk/article/download/2448/1166,https://app.dimensions.ai/details/publication/pub.1128912509,44 Human Society; 4403 Demography,
871,pub.1134608770,10.30588/jmp.v10i1.657,,,Competing in the Era of Industrial Revolution 4.0 and Society 5.0,"The industrial revolution 4.0 presents challenges that must be faced by the business world, namely the lack of adequate HR (Human Resource) skills, the problem of security of communication technology, the reliability of the stability of production machines, the inability to change by stakeholders, and the number of job losses due to automation. Society 5.0 offers a human-centered society that makes a balance between economic progress and the resolution of social problems through a system that is highly connected through cyberspace and the real world. If society 4.0 allows anyone to access also share information on the internet. Society 5.0 is an era where all technology is part of humanity itself. To take advantage of opportunities and answer the challenges of the industrial revolution 4.0, Indonesian people in particular are required to have data, technology and human literacy capabilities. Data literacy is needed by HR to improve skills in processing and analyzing big data for the benefit of improving public and business services. Technology literacy shows the ability to utilize digital technology to process data and information, while human literacy must be mastered because it shows the element of soft skills or the development of individual character to be able to collaborate, be adaptive, and innovative. Indonesia is demanded to be able to follow industry 4.0 workflows juxtaposed with society 5.0. The need for human resources in several business fields is still very massive if all of them are carried out by robotics. Indonesia is a developing country with a fairly dense population that is certainly able to align between the needs of industry 4.0 and society 5.0. Leadership in organizations must stay alive so that every innovative competitive strategy is able to run with the existing vision. To go to the era of society 5.0 the government is obliged to continuously control it.",,Jurnal Maksipreneur Manajemen Koperasi dan Entrepreneurship,,,2020-12-01,2020,2020-12-01,,10,1,1,All OA; Gold,Article,"Ellitan, Lena","Ellitan, Lena ()",,"Ellitan, Lena ()",13,13,,17.51,https://ejournal.up45.ac.id/index.php/maksipreneur/article/download/657/543,https://app.dimensions.ai/details/publication/pub.1134608770,46 Information and Computing Sciences; 4610 Library and Information Studies,"9 Industry, Innovation and Infrastructure"
863,pub.1141747265,10.1007/978-981-16-3675-2_21,,,SoloDB for Social Media’s Big Data Using Deep Natural Language with AI Applications and Industry 5.0,"Deep natural language processing is an algorithmic approach that enables computers to understand language using patterns, purpose, adequate experience, and a natural human data extraction context. It goes beyond a strategy for syntax and depends on a semantic strategy. Industry 5.0 democratizes the co-production of information from Big Data, building on the current symmetrical innovation concept. The Industrial Revolution 5.0 is transforming companies into working through human and computer cooperation with the massive amount of data. Industry 5.0 develops human expertise and accuracy of the computer and will be creative and satisfy consumer needs with the final product. Big data produces usable data and analyzes the best data suited for the good of the industry. The industry has no benefit from NLP converted knowledge without Big Data. Currently, users can get information from several Web sites and do not have enough time to scan all Web sites. Data is distributed with various forms of data such as education, cinema, and politics. Numerous Web sites and social media (WhatsApp, Twitter, etc.) data are distributed in the world. These different data are collected via social media and stored in one SoloDB database that allows the user to access it quickly and easily. With the authorization of the administrative process, the database information can be accessed. Deep natural language, Big Data, and artificial intelligence will be discussed, and the results will be evaluated using the Industry 5.0 private database. The combination of computer and person would make it easy to access information from the database in a customized manner.",,"Smart Innovation, Systems and Technologies",Ubiquitous Intelligent Systems,,2021-10-09,2021,2021-10-09,2022,243,,279-294,Closed,Chapter,"Devi, B. Sita; Muthu Selvam, M.","Devi, B. Sita (Department of Information Technology, Vels Institute of Science, Technology and Advanced Studies (VISTAS), Chennai, India); Muthu Selvam, M. (Department of Information Technology, Vels Institute of Science, Technology and Advanced Studies (VISTAS), Chennai, India)","Devi, B. Sita (Vels University)","Devi, B. Sita (Vels University); Muthu Selvam, M. (Vels University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1141747265,36 Creative Arts and Writing; 3605 Screen and Digital Media; 46 Information and Computing Sciences; 4605 Data Management and Data Science,"9 Industry, Innovation and Infrastructure"
856,pub.1144076584,10.3390/su132413956,,,Sustainable Manufacturing 4.0—Pathways and Practices,"The manufacturing industry has undergone numerous revolutions over the years, with a unanimous acceptance of the greater benefits of being sustainable. The present industrial wave—Industry 4.0—by using its enabling technologies and principles holds great potential to develop sustainable manufacturing paradigms which require balancing out the three fundamental elements —products, processes, and systems. Yet, numerous stakeholders, including industrial policy and decision makers, remain oblivious of such potential and requirements. Thus, this bibliometric study is aimed at presenting an overview of the broad field of research on the convergence of sustainable manufacturing and Industry 4.0 under the umbrella of “Sustainable Manufacturing 4.0”, which has yet to be developed. It includes the dissemination of original findings on pathways and practices of Industry 4.0 applied to the development of sustainable manufacturing, contributing a bibliometric structure of the literature on the aforementioned convergence to reveal how Industry 4.0 could be used to shift the manufacturing sector to a more sustainable-based state. An initial research agenda for this emerging area has accordingly been presented, which may pave the way for having a futuristic view on Sustainable Manufacturing 5.0 in the next industrial wave, i.e., Industry 5.0.",,Sustainability,,,2021-12-17,2021,2021-12-17,,13,24,13956,All OA; Gold,Article,"Gholami, Hamed; Abu, Falah; Lee, Jocelyn Ke Yin; Karganroudi, Sasan Sattarpanah; Sharif, Safian","Gholami, Hamed (); Abu, Falah (); Lee, Jocelyn Ke Yin (); Karganroudi, Sasan Sattarpanah (); Sharif, Safian ()",,"Gholami, Hamed (); Abu, Falah (); Lee, Jocelyn Ke Yin (); Karganroudi, Sasan Sattarpanah (); Sharif, Safian ()",10,10,,,https://www.mdpi.com/2071-1050/13/24/13956/pdf?version=1639967343,https://app.dimensions.ai/details/publication/pub.1144076584,40 Engineering; 4014 Manufacturing Engineering,"9 Industry, Innovation and Infrastructure"
855,pub.1140807619,10.1007/978-3-030-85910-7_21,,,STARdom: An Architecture for Trusted and Secure Human-Centered Manufacturing Systems,"There is a lack of a single architecture specification that addresses the needs of trusted and secure Artificial Intelligence systems with humans in the loop, such as human-centered manufacturing systems at the core of the evolution towards Industry 5.0. To realize this, we propose an architecture that integrates forecasts, Explainable Artificial Intelligence, supports collecting users’ feedback and uses Active Learning and Simulated Reality to enhance forecasts and provide decision-making recommendations. The architecture security is addressed at all levels. We align the proposed architecture with the Big Data Value Association Reference Architecture Model. We tailor it for the domain of demand forecasting and validate it on a real-world case study.",This work was supported by the Slovenian Research Agency and the European Union’s Horizon 2020 program projects FACTLOG and STAR under grant agreements numbers H2020-869951 and H2020-956573. This document is the property of the STAR consortium and shall not be distributed or reproduced without the formal approval of the STAR Management Committee. The content of this report reflects only the authors’ view. The European Commission is not responsible for any use that may be made of the information it contains.,IFIP Advances in Information and Communication Technology,Advances in Production Management Systems. Artificial Intelligence for Sustainable and Resilient Production Systems,,2021-08-31,2021,2021-08-31,2021,633,,199-207,All OA; Green,Chapter,"Rožanec, Jože M.; Zajec, Patrik; Kenda, Klemen; Novalija, Inna; Fortuna, Blaž; Mladenić, Dunja; Veliou, Entso; Papamartzivanos, Dimitrios; Giannetsos, Thanassis; Menesidou, Sofia Anna; Alonso, Rubén; Cauli, Nino; Recupero, Diego Reforgiato; Kyriazis, Dimosthenis; Sofianidis, Georgios; Theodoropoulos, Spyros; Soldatos, John","Rožanec, Jože M. (Jožef Stefan International Postgraduate School, Jamova 39, 1000, Ljubljana, Slovenia; Jožef Stefan Institute, Jamova 39, 1000, Ljubljana, Slovenia; Qlector d.o.o., Rovšnikova 7, 1000, Ljubljana, Slovenia); Zajec, Patrik (Jožef Stefan International Postgraduate School, Jamova 39, 1000, Ljubljana, Slovenia; Jožef Stefan Institute, Jamova 39, 1000, Ljubljana, Slovenia); Kenda, Klemen (Jožef Stefan International Postgraduate School, Jamova 39, 1000, Ljubljana, Slovenia; Jožef Stefan Institute, Jamova 39, 1000, Ljubljana, Slovenia; Qlector d.o.o., Rovšnikova 7, 1000, Ljubljana, Slovenia); Novalija, Inna (Jožef Stefan Institute, Jamova 39, 1000, Ljubljana, Slovenia); Fortuna, Blaž (Jožef Stefan Institute, Jamova 39, 1000, Ljubljana, Slovenia; Qlector d.o.o., Rovšnikova 7, 1000, Ljubljana, Slovenia); Mladenić, Dunja (Jožef Stefan Institute, Jamova 39, 1000, Ljubljana, Slovenia); Veliou, Entso (Department of Informatics and Computer Engineering, University of West Attica, Agiou Spyridonos Street, 12243, Egaleo, Athens, Greece); Papamartzivanos, Dimitrios (Ubitech Ltd., Digital Security & Trusted Computing Group, Athens, Greece); Giannetsos, Thanassis (Ubitech Ltd., Digital Security & Trusted Computing Group, Athens, Greece); Menesidou, Sofia Anna (Ubitech Ltd., Digital Security & Trusted Computing Group, Athens, Greece); Alonso, Rubén (R2M Solution Srl, Pavia, Italy); Cauli, Nino (Department of Computer Science, University of Cagliari, Cagliari, Italy); Recupero, Diego Reforgiato (R2M Solution Srl, Pavia, Italy; Department of Computer Science, University of Cagliari, Cagliari, Italy); Kyriazis, Dimosthenis (Department of Digital Systems, University of Piraeus, Piraeus, Greece); Sofianidis, Georgios (Department of Digital Systems, University of Piraeus, Piraeus, Greece); Theodoropoulos, Spyros (Department of Digital Systems, University of Piraeus, Piraeus, Greece; Department of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece); Soldatos, John (INTRASOFT International, 19.5 KM Markopoulou Ave., 19002, Peania, GR, Greece)","Rožanec, Jože M. (Jožef Stefan International Postgraduate School; Jožef Stefan Institute; )","Rožanec, Jože M. (Jožef Stefan International Postgraduate School; Jožef Stefan Institute); Zajec, Patrik (Jožef Stefan International Postgraduate School; Jožef Stefan Institute); Kenda, Klemen (Jožef Stefan International Postgraduate School; Jožef Stefan Institute); Novalija, Inna (Jožef Stefan Institute); Fortuna, Blaž (Jožef Stefan Institute); Mladenić, Dunja (Jožef Stefan Institute); Veliou, Entso (University of West Attica); Papamartzivanos, Dimitrios (Ubitech (Greece)); Giannetsos, Thanassis (Ubitech (Greece)); Menesidou, Sofia Anna (Ubitech (Greece)); Alonso, Rubén (R2M Solution (Italy)); Cauli, Nino (University of Cagliari); Recupero, Diego Reforgiato (R2M Solution (Italy); University of Cagliari); Kyriazis, Dimosthenis (University of Piraeus); Sofianidis, Georgios (University of Piraeus); Theodoropoulos, Spyros (University of Piraeus; National Technical University of Athens); Soldatos, John (INTRASOFT International (Greece))",2,2,,,http://arxiv.org/pdf/2104.00983,https://app.dimensions.ai/details/publication/pub.1140807619,46 Information and Computing Sciences,"9 Industry, Innovation and Infrastructure"
854,pub.1147430728,10.1177/21582440221094608,,,Role of Industry 5.0 in leveraging the Business Performance: Investigating Impact of Shared-Economy on Firms’ Performance with Intervening Role of i5.0 Technologies,"Industry 5.0 is regarded as the next industrial evolution which is still on its infancy stage and under investigation phenomena. How shared economy can perform a superlative role in augmenting the corporate sustainable performance is another interesting gap that needs to be unveiled. This study investigates the linkage between shared economy practices and corporate triple bottom line (TBL) in three core streams—environmental performance (ENVP), social performance (SP), and economic performance (EP)—using empirical data. An additional factor of industry 5.0 (i5.0) technologies was treated as a moderator between shared economy and TBL. The findings assured the positive nexus of shared economy (i.e., contract manufacturing services, professional services, data entry & clerical services, creative and multimedia services, sales and marketing services, software development services, and writing or translation services) on TBL (i.e., ENVP, SP, and EP). The positive moderating influence of i5.0 technologies was further affirmed between the relationships of shared economy and TBL. The findings yield multidimensional insights for operational management to adopt shared economy and i5.0 practices to improve corporate TBL in today’s competitive era. In addition, this study accentuates the notion of shared economy by providing positive evidence from developing nations. The study also highlights insightful implications for managers along with future avenues for the researchers to conduct additional multi-directional studies worldwide.",,SAGE Open,,,2022-04-26,2022,2022-04-26,2022-04,12,2,21582440221094608,All OA; Gold,Article,"Waheed, Abdul; Alharthi, Majed; Khan, Sher Zaman; Usman, Muhammad","Waheed, Abdul (University of Management and Technology Lahore, Lahore, Punjab, Pakistan); Alharthi, Majed (King Abdulaziz University, Rabigh, Saudi Arabia); Khan, Sher Zaman (Gomal University, Dera Ismail Khan, KPK, Pakistan); Usman, Muhammad (University of the Punjab, Lahore, Pakistan)","Alharthi, Majed (King Abdulaziz University)","Waheed, Abdul (University of Management and Technology); Alharthi, Majed (King Abdulaziz University); Khan, Sher Zaman (Gomal University); Usman, Muhammad (University of the Punjab)",0,0,,,https://journals.sagepub.com/doi/pdf/10.1177/21582440221094608,https://app.dimensions.ai/details/publication/pub.1147430728,"44 Human Society; 47 Language, Communication and Culture",
853,pub.1142494161,10.1007/s10796-021-10221-w,,,The Current Status and Developing Trends of Industry 4.0: a Review,"The core concept of Industry 4.0 is to integrate advanced information technologies, especially emerging technologies, such as the Internet of Things, 5G & 6G, data analytics and management, artificial intelligence, cloud computing, and blockchain, to achieve a consistent transformation and upgrade of manufacturing and to reshape the value chain of industry and society. More research focuses on the integration of informatization and industrialization, the digital integration and governance of the industry, and specific technical and operational objects. This paper conducts a survey trying to depict an overview of Industry 4.0, specifically a bibliographic analysis, the extant review and status, the enabling technologies, the major drivers, implementing policies in major countries, and developing trends and challenges. Furthermore, the next generation of industrial revolution Industry 5.0 is discussed. This study theoretically and practically provides a good foundation of the industrial revolution from the information systems perspective.",,Information Systems Frontiers,,,2021-11-09,2021,2021-11-09,,,,1-20,Closed,Article,"Lu, Yang","Lu, Yang (Department of Information Systems and Operations Management, University of Central Oklahoma, 73034, Edmond, OK, USA)","Lu, Yang (University of Central Oklahoma)","Lu, Yang (University of Central Oklahoma)",6,6,,,,https://app.dimensions.ai/details/publication/pub.1142494161,"35 Commerce, Management, Tourism and Services; 3503 Business Systems In Context; 46 Information and Computing Sciences; 4609 Information Systems; 4610 Library and Information Studies","9 Industry, Innovation and Infrastructure"
851,pub.1143757265,10.1109/tii.2021.3133885,,,End-to-End Transmission Control for Cross-Regional Industrial Internet of Things in Industry 5.0,"Data transmission for the industrial Internet of Things (IoT) is crucial for industrial production, especially in the Industry 5.0 era, where humanmachine collaboration is increasingly intensive. To ensure the continuity and robustness of industrial IoT communications in the case of damaged infrastructure communication facilities postdisaster, the industrial IoT can be connected with satellite networks in emergencies. This article presents a cross-regional, end-to-end, transmission control scheme for satellite-supported, multihop industrial IoT. The proposed scheme adjusts the window of data transmission from two phases, slow start and congestion avoidance, to accommodate the low-transmission performance caused by a long delay and high bit error rate in converged networks. The window of data transmission is also adjusted to increase the amount of data transmission for the slow start to fill the high bandwidth-delay product of the converged network, while adjusting the threshold of data transmission based on feedback information to distinguish different data losses during congestion avoidance. The feasibility of the heterogeneous network transmission model is experimentally verified. The results show that the scheme can achieve good performance in heterogeneous networks of industrial IoT and satellite networks. The scheme is effective in ensuring the continuity and stability of intelligent machine production in Industry 5.0 in emergency communication cases.","This work was supported by the Scientific Research Fund of Hunan Provincial Education Department under Grant 19B512, in part by Henan Scientific and Technological Research Project under Grant 212102210557, and in part by Key project of Guizhou Science and Technology Support Program under Grant Guizhou Key Science and Support [2021]-001.",IEEE Transactions on Industrial Informatics,,,2021-12-10,2021,2021-12-10,,18,6,4215-4223,Closed,Article,"Zong, Liang; Memon, Fida Hussain; Li, Xingwang; Wang, Han; Dev, Kapal","Zong, Liang (College of Information Engineering, Shaoyang University, Shaoyang, 422000, China); Memon, Fida Hussain (Department of Electrical Engineering, Sukkur IBA University, Sukkur, 65200, Pakistan; Department of Mechatronics Engineering, Jeju National University, Jeju, 63243, South Korea); Li, Xingwang (School of Physics and Electronic Information Engineering, Henan Polytechnic University, Jiaozuo, 454000, China); Wang, Han (College of Physical Scienc and Engineering, Yichun University, Yichun, 336000, China); Dev, Kapal (Department of Institute of Intelligent Systems, University of Johannesburg, Johannesburg, 2006, South Africa)","Li, Xingwang (Henan Polytechnic University)","Zong, Liang (Shaoyang University); Memon, Fida Hussain (Sukkur IBA University; Jeju National University); Li, Xingwang (Henan Polytechnic University); Wang, Han (Yichun University); Dev, Kapal (University of Johannesburg)",5,5,,,,https://app.dimensions.ai/details/publication/pub.1143757265,46 Information and Computing Sciences; 4605 Data Management and Data Science; 4606 Distributed Computing and Systems Software,"9 Industry, Innovation and Infrastructure"
851,pub.1128019760,10.1007/978-3-030-44711-3_6,,,Correlation “Sustainability–Functions–Competitiveness” for Products in Society 5.0,"The paper aims to contribute to the characterization of the “sustainability Tsi–functions Fi–competitiveness Kis of sustainable products Pis” correlation, which is required to achieve sustainable progress in all organizations and workplaces/human action places {LM/A}, on unlimited term in “Society 5.0/Sustainable Society”. Morphological analysis is used to characterize the correlation “sustainability Tsi–functions Fi–competitiveness Kis of sustainable anthropic products Pis”. On this basis, in practice, one can construct: (1) the integrated profile (PIS) of sustainability Tis/of integrated quality Ti of the products Pi and (2) the profile (PSPI) of sustainability Tis/of integrated quality Ti of the improved products Pui for user/final consumer Su in target markets/segments/niches/crenels and all external environments. The PSPI profile is analysed in detail. Applying research results in practice helps to optimize the design, production, distribution, use/consumption, and circularity of sustainable products.",,Springer Proceedings in Business and Economics,Innovation in Sustainable Management and Entrepreneurship,,2020-05-30,2020,2020-05-30,2020,,,63-77,Closed,Chapter,"Pater, Liana Rodica; Cristea, Sanda Ligia","Pater, Liana Rodica (Management Faculty in Production and Transportation, University Politehnica Timisoara, 14 Remus Street, 300191, Timisoara, Romania); Cristea, Sanda Ligia (Economics and Business Administration Faculty, West University of Timisoara, 16 Pestalozzi Blvd, 300115, Timisoara, Romania)","Pater, Liana Rodica (Polytechnic University of Timişoara)","Pater, Liana Rodica (Polytechnic University of Timişoara); Cristea, Sanda Ligia (West University of Timişoara)",1,1,,0.74,,https://app.dimensions.ai/details/publication/pub.1128019760,"35 Commerce, Management, Tourism and Services; 3507 Strategy, Management and Organisational Behaviour",
851,pub.1143926430,10.1109/tii.2021.3134285,,,Symbiosis Between D2D Communication and Industrial IoT for Industry 5.0 in 5G mm-Wave Cellular Network: An Interference Management Approach,"Industrial Internet of Things (IIoT) paves way into Industry 5.0, which incorporates humanmachine collaboration, thereby making manufacturing industry efficient. As 5G architecture supports massive IoT connectivity and has higher spectrum efficiency, device-to-device (D2D) communication is favorable at 28 GHz. While transmitting data from sensors to end user through IoT network, interference affects the system. Thus, an efficient resource allocation scheme is needed for minimizing interference and increasing data rate. Here, formulated problem is divided into two subproblems, channel assignment and power optimization in order to lower computational complexity. A partial resource multiplexing scheme is proposed that will allocate channels to available D2D users. Later, power optimization problem is formulated which is determined through Lagrangian dual optimization technique. Dynamic sectorization overcomes issue of increase in user traffic. Stability factor, fairness index (FI), and energy efficiency depict the performance superiority of proposed scheme over existing schemes. Simulation results prove efficacy of proposed system.",,IEEE Transactions on Industrial Informatics,,,2021-12-13,2021,2021-12-13,,18,8,5527-5536,Closed,Article,"Sarma, Subhra Sankha; Hazra, Ranjay; Mukherjee, Amrit","Sarma, Subhra Sankha (Electronics and Instrumentation Department, National Institute of Technology Silchar, Silchar, 788010, India); Hazra, Ranjay (Electronics and Instrumentation Department, National Institute of Technology Silchar, Silchar, 788010, India); Mukherjee, Amrit (Department of Computer Science, Faculty of Science, University of South Bohemia in Ceske Budejovice, Branisovska 1760, CZ-37005, Ceske Budejovice, Czech Republic)","Sarma, Subhra Sankha (National Institute Of Technology Silchar)","Sarma, Subhra Sankha (National Institute Of Technology Silchar); Hazra, Ranjay (National Institute Of Technology Silchar); Mukherjee, Amrit (University of South Bohemia in České Budějovice)",2,2,,,,https://app.dimensions.ai/details/publication/pub.1143926430,40 Engineering; 4006 Communications Engineering; 46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software; 4613 Theory Of Computation,"7 Affordable and Clean Energy; 9 Industry, Innovation and Infrastructure"
851,pub.1150896655,10.1177/09544054221121888,,,Applications of affective computing in human-robot interaction: State-of-art and challenges for manufacturing,"The introduction of collaborative robots aims to make production more flexible, promoting a greater interaction between humans and robots also from physical point of view. However, working closely with a robot may lead to the creation of stressful situations for the operator, which can negatively affect task performance. In Human-Robot Interaction (HRI), robots are expected to be socially intelligent, that is, capable of understanding and reacting accordingly to human social and affective clues. This ability can be exploited implementing affective computing, which concerns the development of systems able to recognize, interpret, process, and simulate human affects. Social intelligence is essential for robots to establish a natural interaction with people in several contexts, including the manufacturing sector with the emergence of Industry 5.0. In order to take full advantage of the human-robot collaboration, the robotic system should be able to perceive the psycho-emotional and mental state of the operator through different sensing modalities (e.g. facial expressions, body language, voice, or physiological signals) and to adapt its behavior accordingly. The development of socially intelligent collaborative robots in the manufacturing sector can lead to a symbiotic human-robot collaboration, arising several research challenges that still need to be addressed. The goals of this paper are the following: (i) providing an overview of affective computing implementation in HRI; (ii) analyzing the state-of-art on this topic in different application contexts (e.g. healthcare, service applications, and manufacturing); (iii) highlighting research challenges for the manufacturing sector.",,Proceedings of the Institution of Mechanical Engineers Part B Journal of Engineering Manufacture,,,2022-09-09,2022,2022-09-09,,,,095440542211218,Closed,Article,"Gervasi, Riccardo; Barravecchia, Federico; Mastrogiacomo, Luca; Franceschini, Fiorenzo","Gervasi, Riccardo (Department of Management and Production Engineering (DIGEP), Politecnico di Torino, Torino, Italy); Barravecchia, Federico (Department of Management and Production Engineering (DIGEP), Politecnico di Torino, Torino, Italy); Mastrogiacomo, Luca (Department of Management and Production Engineering (DIGEP), Politecnico di Torino, Torino, Italy); Franceschini, Fiorenzo (Department of Management and Production Engineering (DIGEP), Politecnico di Torino, Torino, Italy)",,"Gervasi, Riccardo (Polytechnic University of Turin); Barravecchia, Federico (Polytechnic University of Turin); Mastrogiacomo, Luca (Polytechnic University of Turin); Franceschini, Fiorenzo (Polytechnic University of Turin)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1150896655,40 Engineering; 4014 Manufacturing Engineering; 4016 Materials Engineering,"9 Industry, Innovation and Infrastructure"
